alamat,BAE,industri,sub_industri,email,fax,kegiatan_usaha_utama,kode_emiten,nama_emiten,NPWP,papan_pencatatan,sektor,sub_sektor,tanggal_pencatatan,telepon,website;;;;;;
"Jl Pulo Ayang Raya Blok OR No. 1
Kawasan Industri Pulogadung
Jakarta,PT. Raya Saham Registra,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Investor@astra-agro.co.id,""461-6655, 461-6677, 461-6688"",Agriculture Plantation,AALI,Astra Agro Lestari Tbk,01.334.427.0-054.000,Utama,Barang Konsumen Primer,Makanan & Minuman,1997-12-09T00:00:00,461-65-55,http://www.astra-agro.co.id";;;;;;
Sahid Sudirman Centre Lt. 10, Jl. Jend. Sudirman No. 86, Jakarta 10220,PT. Adimitra Jasa Korpora,Media,Penerbitan,corsec@mahakax.com,(021) 573 9210,Media dan Percetakan,ABBA,Mahaka Media Tbk,01.609.052.4-054.000,Pengembangan,Barang Konsumen Non-Primer,Media & Hiburan,2002-04-03T00:00:00,(021) 573 9203,www.mahakamedia.com;;;;;;
Plaza Asia Lt. 27 Jl. Jend. Sudirman Kav. 59 Jakarta Selatan ,PT. Raya Saham Registra,Asuransi,Asuransi Umum,contactus@abda.co.id,5140 1698 ,Asuransi Kerugian ,ABDA,Asuransi Bina Dana Arta Tbk,01.362.014.1-054.000 ,Pengembangan,Keuangan,Asuransi,1989-07-06T00:00:00,5140 1688,www.abda.co.id;;;;;;
Gedung TMT 1 Lantai 18 Jl. Cilandak KKO No. 1 Jakarta 12560,PT. Datindo Entrycom,Perusahaan Holding Multi-sektor,Perusahaan Holding Multi-sektor,corporate.secretary@abm-investama.co.id,021-29976768,berupa jasa penyewaan namun tidak terbatas pada alat - alat berat untuk keperluan eksplorasi dan eksploitasi dan dewatering di industri pertambangan ,ABMM,ABM Investama Tbk,02.504.191.4-054.000,Utama,Perindustrian,Perusahaan Holding Multi Sektor,2011-12-06T00:00:00,021-29976767,www.abm-investama.com;;;;;;
"Gedung Kawan Lama Lantai 5. Jl. Puri Kencana No. 1, Kembangan Selatan, Kembangan, Jakarta Barat 11610,PT. EDI Indonesia,Ritel Khusus,Ritel Barang Rumah Tangga,	toto@acehardware.co.id,	021 - 5824022,Perdagangan,ACES,Ace Hardware Indonesia Tbk,	01.721.123.6-054.000,Utama,Barang Konsumen Non-Primer,Perdagangan Ritel,2007-11-06T00:00:00,	021 - 5822222,www.acehardware.co.id";;;;;;
ACSET Building, Jalan Majapahit No.26, Kelurahan Petojo Selatan, Kecamatan Gambir, Jakarta 10160,PT. Sinartama Gunita,Konstruksi Bangunan,Konstruksi Bangunan,corporate.secretary@acset.co,(021) 3441413,Jasa Konstruksi untuk bangunan komersial dan infrastruktur,ACST,PT Acset Indonusa Tbk.,01.709.626.4-054.000,Utama,Infrastruktur,Konstruksi Bangunan,2013-06-24T00:00:00,(021) 3511961,www.acset.co;;;;;;
Marketing Office Kota Deltamas, Jalan Tol Jakarta-Cikampek KM 37, Cikarang Pusat, Bekasi 17530,PT. Sinartama Gunita,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corsec@deltamas.co.id,(62) (21) 89972028,Pengembangan kawasan industri yang didukung oleh pembangunan perumahan dan komersial.,DMAS,PT Puradelta Lestari Tbk.,01.621.911.5-431.001,Utama,Properti & Real Estat,Properti & Real Estat,2015-05-29T00:00:00,(62) (21) 89971188,www.kota-deltamas.com;;;;;;
"Axa Tower Lt.7
Jl. Prof. DR. Satrio No.18, Jakarta, 12940,PT. Adimitra Jasa Korpora,Jasa & Konsultan TI,Jasa & Konsultan TI,corporate@dmmgroup.id,(021) 30480713,Jasa penyedia platform media digital,DMMX,PT Digital Mediatama Maxima Tbk,74.535.372.2-013.000,Pengembangan,Teknologi,Perangkat Lunak & Jasa TI,2019-10-21T00:00:00,(021) 3048010,www.dmmgroup.id";;;;;;
Gedung TCC Batavia Tower One, Lantai 15, Unit 03 & 05. Jl. KH Mas Mansyur Kav. 126, Jakarta Pusat, 10220,PT. Datindo Entrycom,Perdagangan Ritel Barang Primer,Ritel & Distributor Makanan,0,(021) 6452945,Bergerak di bidang industri dan distribusi makanan dan minuman melalui Entitas Anak dan jasa konsultasi manajemen,DMND,PT Diamond Food Indonesia Tbk.,016993883411000,Utama,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,2020-01-22T00:00:00,(021) 6405678,www.diamondfoodindonesia.com;;;;;;
"Jl. Ir. H. Juanda No. 12, Jakarta Pusat,PT. Ficomindo Buana Registrar,Bank,Bank,corsec@okbank.co.id,021-2312604,Jasa Perbankan,DNAR,PT Bank Oke Indonesia Tbk.,	01.548.056.9-054.000,Utama,Keuangan,Bank,2014-07-11T00:00:00,021-2312633,www.okbank.co.id";;;;;;
"Wisma Indocement, Lantai 10 
Jalan Jend. Sudirman Kav. 70-71
Jakarta 12910, Indonesia,PT. Raya Saham Registra,Perusahaan Holding & Investasi,Perusahaan Investasi,corsec@indoritel.co.id,021-29410701,""Investasi, Perdagangan Umum, Keagenan dan Perwakilan"",DNET,PT Indoritel Makmur Internasional Tbk.,01.764.351.1-054.000,Pengembangan,Keuangan,Perusahaan Holding & Investasi,2000-12-11T00:00:00,021- 29410709,www.indoritel.co.id";;;;;;
"South Quarter Tower A Lt. Penthouse, Jl. R.A. Kartini Kav 8, Cilandak Barat, Jakarta Selatan 12430,PT. Datindo Entrycom,""Pendukung Minyak, Gas & Batu Bara"",""Jasa & Perlengkapan Minyak, Gas & Batu Bara"",ir@deltadunia.com";" corpsec@deltadunia.com ,021 3043 2081,Pertambangan Batubara(Coal Mining),DOID,Delta Dunia Makmur Tbk,01.069.318.2-091.000 ,Utama,Energi,""Minyak, Gas & Batu Bara"",2001-06-15T00:00:00,021 3043 2080,www.deltadunia.com";;;;;
"Sudirman Tower Lantai 12 C, 
Jl. Jend. Sudirman Kav. 60
Jakarta,PT. Datindo Entrycom,Barang Kimia,Barang Kimia Khusus,dpns_id@yahoo.com,(021) 522-6779,Chemicals,DPNS,Duta Pertiwi Nusantara Tbk,01.220.866.6-054.000,Utama,Barang Baku,Barang Baku,1990-08-08T00:00:00,021-522-67-28,-";;;;;;
"Jl Raya Pati Juwana KM 7 Kelurahan Purworejo, Kecamatan Pati, Kabupaten Pati, Jawa Tengah, Indonesia 59119,PT. Raya Saham Registra,Produk Makanan Pertanian,""Ikan, Daging & Produk Unggas"",info@duaputra.co.id,(0295) 4199 014,""Industri, perikanan dan perdagangan"",DPUM,PT Dua Putra Utama Makmur Tbk.,31.533.808.7-507.000,Pengembangan,Barang Konsumen Primer,Makanan & Minuman,2015-12-08T00:00:00,(0295) 4199 010/11,www.duaputra.co.id";;;;;;
"Jl. Angsana Raya Blok A9 No. 8
Delta Silicon I, Kawasan Industri Lippo Cikarang
Kelurahan Sukaresmi, Kecamatan Cikarang Selatan, Kabupaten Bekasi,PT. Raya Saham Registra,Komponen Otomotif,Suku Cadang Otomotif,dp.corpsec@dp.dharmap.com,(021) 899 01656,Usaha manufaktur komponen kendaraan bermotor ,DRMA,PT Dharma Polimetal Tbk,01.062.415.3-415.000,Utama,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,2021-12-20T00:00:00,021) 897 4637 / (021) 897 4559,www.dharmagroup.co.id";;;;;;
"Jl. Laks. RE Martadinata I Tanjung Priok
Jakarta

,PT. Sinartama Gunita,Produk Makanan Pertanian,""Ikan, Daging & Produk Unggas"",corporate@dsfi.id,""4303412, 492820"",Perikanan dan pengolahan hasil Laut,DSFI,Dharma Samudera Fishing Ind. Tbk,01.002.749.8-054.000,Utama,Barang Konsumen Primer,Makanan & Minuman,2000-03-24T00:00:00,""430-10-01, 437-10-10, 435-39-65 (- 6), 0816-82-12-39";;;;;;
",www.dsfi.id
Sapta Mulia Center, Jl. Rawa Gelam V Kav OR/3B, Kawasan Industri Pulo Gadung, Jakarta 13930"",,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,info@dsngroup.co.id,(+62) 21 4606942,""Industri Pengolahan Kelapa Sawit, Industri Pengolahan Kayu, Perkebunan dan Hutan Tanaman Industri melalui Perseroan dan Entitas Anak"",DSNG,PT Dharma Satya Nusantara Tbk.,01.060.268.8-054.000,Utama,Barang Konsumen Primer,Makanan & Minuman,2013-06-14T00:00:00,(+62) 21 4618135,www.dsn.co.id";;;;;;
"Gedung Sinar Mas Land Plaza, Menara 2, Lantai 24, Jl. M.H. Thamrin No. 51, Gondangdia, Menteng, Kota Adm. Jakarta Pusat, DKI Jakarta,10350,PT. Sinartama Gunita,Batu Bara,Produksi Batu Bara,corsec@dss.co.id,021-31990259,Power Plan/Pembangkit Listrik,DSSA,Dian Swastatika Sentosa Tbk,01.785.257.5-054.000,Utama,Energi,""Minyak, Gas & Batu Bara"",2009-12-10T00:00:00,021-31990258,www.dssa.co.id";;;;;;
"Business Park Kebon Jeruk Blok C.2 No. 1
Jalan Meruya Ilir No. 88, Kelurahan Meruya Utara
Kecamatan Kembangan, Jakarta Barat,PT. Datindo Entrycom,Pariwisata & Rekreasi,Rumah Makan,duckkingjbi@theduckking.com,+62 21 30067858,""Bidang perdagangan, industri dan jasa"",DUCK,PT Jaya Bersama Indo Tbk.,31.721.836.0-086.000,Pengembangan,Barang Konsumen Non-Primer,Jasa Konsumen,2018-10-10T00:00:00,+62 21 58901634,jbi.reqcode.com";;;;;;
Sinar Mas Land Plaza Wing 3B, BSD Green Office Park, Jl. Grand Boulevard, BSD City Tangerang 15345,PT. Sinartama Gunita,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corporate.secretary@sinarmasland.com,021 - 50588270,Property dan Real Estate,DUTI,Duta Pertiwi Tbk,01.314.094.2-092.000,Pengembangan,Properti & Real Estat,Properti & Real Estat,1994-11-02T00:00:00,021 - 50368368,www.sinarmasland.com;;;;;;
"South Quarter, Tower C, 18th-19th Floor
Jl. R.A. Kartini Kav.8
Jakarta 12430, Indonesia
,PT. Sirca Datapro Perdana,Farmasi,Farmasi,info@darya-varia.com,021 227 68016,""Industri farmasi dan produk obat kimia, industri kosmetik, termasuk pasta gigi dan industri obat tradisional"",DVLA,Darya-Varia Laboratoria Tbk,01.001.859.6-054.000,Utama,Kesehatan,Farmasi & Riset Kesehatan,1994-11-11T00:00:00,021 227 68000,http://www.darya-varia.com";;;;;;
"Sinarmas MSIG Tower Lantai 9, Jl. Jendral Sudirman Kav.21,PT. Sinartama Gunita,Batu Bara,Distribusi Batu Bara,corporate.secretary@dwigunalaksana.co.id ,02180511144,Perdagangan Batu bara dan Jasa Pelabuhan,DWGL,PT Dwi Guna Laksana Tbk,023033426731000 ,Pengembangan,Energi,""Minyak, Gas & Batu Bara"",2017-12-13T00:00:00,02180511142,www.dwigunalaksana.co.id ";;;;;;
"Gedung Dyandra Jalan Johar No.9, Kel. Gondang dia, Kec. Menteng, Jakarta Pusat,PT. Raya Saham Registra,Jasa Komersial,Jasa Pendukung Bisnis,corsec@dyandramedia.com,02131996277,""Bergerak dalam bidang jasa, pembangunan dan perdagangan"",DYAN,PT Dyandra Media International Tbk.,02.492.605.7-054.000,Utama,Perindustrian,Jasa Perindustrian,2013-03-25T00:00:00,02153673111,www.dyandramedia.com";;;;;;
"Jl. Kapas Caturtunggal  No.1 RT 003 RW 001 , Depok, Sleman, Daerah Istimewa Yogyakarta,PT. Adimitra Jasa Korpora,Pariwisata & Rekreasi,""Hotel, Resor & Kapal Pesiar"",corp.secretary@eastparchotel.com,+622744932222,""Menjalankan usaha dalam bidang hotel bintang lima, hotel bintang empat, restoran, rumah minum dan event organizer"",EAST,PT Eastparc Hotel Tbk,31.425.190.1-542.000,Pengembangan,Barang Konsumen Non-Primer,Jasa Konsumen,2019-07-09T00:00:00,+622744932000,www.eastparc.co.id";;;;;;
Sudirman Central Business District Jln. Jend. Sudirman Kav. 52 - 53 Lot 22 (SCBD) Jakarta Selatan,PT. Ficomindo Buana Registrar,Ritel Khusus,Ritel Elektronik,corporatesecretary@electronic-city.co.id,021 515 5919,Perdagangan Ritel Produk Elektronik,ECII,PT Electronic City Indonesia Tbk.,02.225.412.2-054.000,PENGEMBANGAN,Barang Konsumen Non-Primer,Perdagangan Ritel,2013-07-03T00:00:00,021 5151177,www.corp.electronic-city.com;;;;;;
"Jl. Rempoa Raya No. 11 Rempoa, Ciputat Timur, Tangerang Selatan 15412,PT. Adimitra Jasa Korpora,Aplikasi & Jasa Internet,Jasa & Konsultan TI,corporate.secretary@indonet.id,(021) 7388 2626,""Internet service provider, telekomunikasi dengan kabel, holding, hosting, konsultasi komputer dan manajemen fasilitas komputer lainnya "",EDGE,PT Indointernet Tbk.,01.673.865.0-058.000,Pengembangan,Teknologi,Perangkat Lunak & Jasa TI,2021-02-08T00:00:00,(021) 7388 2525,www.indonet.co.id";;;;;;
Galeri Niaga Mediterania 2 Blok L8 F-G, Pantai Indah Kapuk, Jakarta Utara 14460,PT. Adimitra Jasa Korpora,Barang Kimia,Barang Kimia Khusus,liephing@ekadharma.com,021-5883091,Chemicals,EKAD,Ekadharma International Tbk,01.360.179.4-054.000,Utama,Barang Baku,Barang Baku,1990-08-14T00:00:00,021-5883090,www.ekadharma.com;;;;;;
"Graha KCT Lt. 3 
Jl. W.R. Supratman No.23
Surabaya, Jawa Timur,PT. Adimitra Jasa Korpora,Logistik & Pengantaran,Logistik & Pengantaran,corsec@pnep.co.id ,(+62) 31 - 568 0122,Angkutan laut dan aktivitas penunjang angkutan,ELPI,PT Pelayaran Nasional Ekalya Purnamasari Tbk,01.528.336.9-941.000,Utama,Transportasi & Logistik,Logistik & Pengantaran,2022-08-08T00:00:00,(+62) 31 - 568 0121,www.pnep.co.id";;;;;;
"Graha Elnusa, Jl. TB Simatupang Kav. 1B, Jakarta 12560,,""Pendukung Minyak, Gas & Batu Bara"",Jasa Pengeboran Minyak & Gas,corporate@elnusa.co.id,(021) 788-30883,Jasa Energi,ELSA,Elnusa Tbk,01.000.050.3-051.000,Utama,Energi,""Minyak, Gas & Batu Bara"",2008-02-06T00:00:00,(021) 788-30850,www.elnusa.co.id";;;;;;
"Wisma Bakrie I
Jl. H.R. Rasuna Said Kav B-1, 6th floor
Jakarta 12920 - Indonesia
,PT. Sinartama Gunita,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,info@bakrieland.com,5225063,Developer and Pembangunan Real Estate,ELTY,Bakrieland Development Tbk,01.348.182.5-054.000,Pengembangan,Properti & Real Estat,Properti & Real Estat,1995-10-30T00:00:00,5257835,http://www.bakrieland.com";;;;;;
"The Bellagio Residence
Jl. Mega Kuningan Barat Kav. E4 No. 3
Jakarta 12950,PT. Adimitra Jasa Korpora,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corporate.secretary@megapolitan-group.com,30019939,Pengembangan Kawasan (Developer),EMDE,Megapolitan Developments Tbk,01.310.078.9-063.000,Pengembangan,Properti & Real Estat,Properti & Real Estat,2011-01-12T00:00:00,30019938,www.megapolitan-group.com";;;;;;
"SCTV Tower, Lantai 18, Senayan City
Jl. Asia Afrika Lot 19
Jakarta 10270,PT. Raya Saham Registra,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,corsec@emtek.co.id,021-7278 2194,Jasa dan Perdagangan,EMTK,Elang Mahkota Teknologi Tbk,01.366.817.3-054.000,Utama,Teknologi,Perangkat Lunak & Jasa TI,2010-01-12T00:00:00,021-7278 2066,www.emtek.co.id";;;;;;
Jl. Raya Tanjung Barat No. 81A RT 002/04, Tanjung Barat, Jagakarsa, Jakarta Selatan 12530.,PT. Datindo Entrycom,Pariwisata & Rekreasi,Rumah Makan,corpsec@champ-group.com,+622139832179,Restoran,ENAK,PT Champ Resto Indonesia Tbk,31.182.319.9-017.000,Pengembangan,Barang Konsumen Non-Primer,Jasa Konsumen,2022-02-08T00:00:00, +622139832178,www.champ-group.com;;;;;;
"Bakrie Tower 32nd Floor, Rasuna Epicentrum, Jl. HR Rasuna Said, Jakarta 12960,PT. Ficomindo Buana Registrar,Minyak & Gas,Produksi & Penyulingan Minyak & Gas,corsec@emp.id,021-29941247,Eksplorasi dan Produksi Minyak dan Gas Bumi,ENRG,Energi Mega Persada Tbk,02.091.654.0-081.000,Pengembangan,Energi,""Minyak, Gas & Batu Bara"",2004-06-07T00:00:00,021-29941540,www.emp.id";;;;;;
"Dea Tower 2, 7th Floor, Suite 702, Mega Kuningan Barat E4.3, Jakarta 12950 ,PT. Sinartama Gunita,Jasa & Konsultan TI,Jasa & Konsultan TI,widiani.resi@gmail.com,+6221 5760784 ,Jasa dan Perdagangan Teknologi Informasi,ENVY,PT Envy Technologies Indonesia Tbk,02.194.334.5-058.000 ,Pengembangan,Teknologi,Perangkat Lunak & Jasa TI,2019-07-08T00:00:00,""+6221 5760782, + 6221 5760783 "",www.envytech.co.id ";;;;;;
"Jl. Raya Demak Kudus km 10 Desa Gajah RT. 002 RW. 003
Kelurahan Gajah, Kecamatan Gajah
Kabupaten Demak
Jawa Tengah 59581,PT. Adimitra Jasa Korpora,Produk Makanan Pertanian,""Ikan, Daging & Produk Unggas"",corporatesecretary@morenzo.co.id,0,Pengolahan distribusi hasil perikanan (rajungan dan makanan laut beku),ENZO,PT Morenzo Abadi Perkasa Tbk,31.695.189.6-125.000,Pengembangan,Barang Konsumen Primer,Makanan & Minuman,2020-09-14T00:00:00,(62-291) 6910185,www.morenzo.co.id";;;;;;
"Ruko Mutiara Taman Palem C8 No.2
Kel. Cengkareng Timur Kec.Cengkareng Kota
Jakarta Barat,PT. Sinartama Gunita,Wadah & Kemasan,Wadah & Kemasan,corsec@epack.co.id,021 2966 7099,""Bergerak dalam bidang Industri Barang dari Plastik untuk Pengemasan,Industri Barang Plastik Lembaran"",EPAC,PT Megalestari Epack Sentosaraya Tbk.,31.765.604.3-034.000,Pengembangan,Barang Baku,Barang Baku,2020-07-01T00:00:00,021 2966 7018,www.epack.co.id";;;;;;
Jl Pulo Lentut No.10 Kawasan Industri Pulo Gadung, Jakarta 13920,PT. Adimitra Jasa Korpora,Perdagangan Ritel Barang Primer,Ritel & Distributor Obat-obatan,investor.relations@enseval.com,(021) 460 9039,Distributor Produk Kesehatan,EPMT,Enseval Putera Megatrading Tbk,01.342.572.3-054.000,Pengembangan,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,1994-08-01T00:00:00,(021) 46822422,www.enseval.com;;;;;;
Jl Gedong Panjang No. 29 - 31, Jakarta 11240,PT. Raya Saham Registra,Ritel Khusus,Ritel Elektronik,dl-corsec@erajaya.com,021-69831225,Distribusi dan Pedagang Ritel Produk dan Layanan Komunikasi Selular dan penunjangnya,ERAA,Erajaya Swasembada Tbk,01.802.172.5-054.000,Utama,Barang Konsumen Non-Primer,Perdagangan Ritel,2011-12-14T00:00:00,021-6905050,www.erajaya.com;;;;;;
"AXA TOWER (KUNINGAN CITY) LT.43, JL.PROF.DR.SATRIO KAV.18, KARET KUNINGAN, SETIABUDI, JAKARTA SELATAN, DKI JAKARTA,PT. Sharestar Indonesia,Pakaian & Barang Mewah,""Pakaian, Aksesoris, & Tas"",corpsec@eratex.co.id,(62-31) 9900 1115,Industri Tekstil ,ERTX,Eratex Djaja Tbk, 01.002.170.7-054.000 ,Pengembangan,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,1990-08-21T00:00:00,(62-31) 9900 1101 (hunting),www.eratexco.com";;;;;;
"Simprug Garden Office No. 9D Jl. Teuku Nyak Arief Simprug Kebayoran Lama Jakarta Selatan 12220,PT. Bima Registra,Wadah & Kemasan,Wadah & Kemasan,corporate@sinergiplastama.co.id,0,""Industri barang dari plastik untuk pengemasan, industri barang plastik lainnya, perdagangan besar karet dan plastik dalam bentuk dasar, dan perdagangan besar produk lainnya."",ESIP,PT Sinergi Inti Plastindo Tbk.,02.076.791.9-041.000,Pengembangan,Barang Baku,Barang Baku,2019-11-14T00:00:00,021-27515179,https://sinergiplastama.co.id/";;;;;;
 DBS Bank Tower Lt. 18, Ciputra World 1 Jakarta, Jl. Prof. Dr. Satrio Kav. 3-5, Jakarta Selatan 12940 ,PT. Datindo Entrycom,Barang Kimia,Barang Kimia Dasar, corpsec.sep@essa.id , +62-21-29885601 ,Berusaha dalam bidang usaha industri pemurnian dan pengolahan gas bumi,ESSA,Surya Esa Perkasa Tbk, 02.545.677.3-054.000 ,Utama,Barang Baku,Barang Baku,2012-02-01T00:00:00, +62-21-29885600 , www.essa.id ;;;;;;
"Gedung Wisma D Esta Komplek Komersil Sekt II Blok AH 2 No.7A BSD Rawabuntu Serpong Kota Tangerang Selatan Banten 15318,PT. Bima Registra,Pariwisata & Rekreasi,""Hotel, Resor & Kapal Pesiar"",corpsec@estamultiusaha.co.id,+ 62 21 6083 4568,""Perhotelan Bintang 2, Penyewaan Ruko, Penyewaan Mobil Penumpangdan Perdagangan"",ESTA,PT Esta Multi Usaha Tbk.,31.422.706.7.411.000,Pengembangan,Barang Konsumen Non-Primer,Jasa Konsumen,2020-03-09T00:00:00,+62 21 6083 4569,www.estamultiusaha.co.id";;;;;;
"Jl. H.Fachruddin No.16 
Jakarta - 10250,PT. Raya Saham Registra,Pakaian & Barang Mewah,Tekstil,erlien@evershinetex.com,021 - 3160271"; 3160260,Industri Tekstil ,ESTI,Ever Shine Textile Industry Tbk,01.131.301.2-054.000,UTAMA,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,1992-10-13T00:00:00,316-02-38 ,http://www.evershinetex.com/;;;;;
Prudential Tower, 20th Floor Jl. Jenderal Sudirman Kav. 79 Jakarta 12910,PT. Raya Saham Registra,Bahan Bakar Alternatif,Bahan Bakar Alternatif,corsec@eterindo.com,021-252 8090,Chemicals,ETWA,Eterindo Wahanatama Tbk,01.585.572.9-054.000,Pengembangan,Energi,Energi Alternatif,1997-05-16T00:00:00,021-252 8080,www.eterindo.com;;;;;;
Jl. Kapuk Utara II No.2, RT.1/RW.3, Kapuk Muara, Penjaringan, Jakarta Utara,PT. Bima Registra,Produk Perawatan Tubuh,Produk Perawatan Tubuh,corsec@esteegoldaerosol.com,021-5451944,Industri pengisian jasa aerosol kosmetik dan bahan pembersih keperluan rumah tangga,EURO,PT Estee Gold Feet Tbk,01.120.413.8-047.000,Akselerasi,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,2022-08-08T00:00:00,021-6190528,www.esteegoldaerosol.com;;;;;;
Gedung XL Axiata Tower Jl. HR Rasuna Said Kav 11-12 Blok X-5 RT.007 RW 002 Kuningan Timur Setiabudi Jakarta Selatan DKI Jakarta 12950,,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,Corpsec@xl.co.id,(021) 576 1880,Penyelenggaraan Jasa Telekomunikasi dan/atau Jaringan Telekomunikasi dan/atau Multimedia,EXCL,PT XL Axiata Tbk,01.345.276.8-092.000,Utama,Infrastruktur,Telekomunikasi,2005-09-29T00:00:00,(021) 576 1881,www.xl.co.id;;;;;;
Gedung Gold Coast, Tower Liberty Lt. 16 A - H Jl. Pantai Indah Kapuk, RT 06 RW 02 – Penjaringan Jakarta Utara 14470,PT. Adimitra Jasa Korpora,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,corp.secretary@fap-agri.com,0,Perusahaan Holding yang Melakukan Aktivitas Kantor Pusat dan Kegiatan Perkebunan dan Industri Kelapa Sawit Melalui Entitas Anak,FAPA,PT FAP Agri Tbk,01.709.688.4-725.000,Pengembangan,Barang Konsumen Primer,Makanan & Minuman,2021-01-04T00:00:00,(021) 50205811 ,www.fap-agri.com;;;;;;
"Jl. Jend. MT.Haryono Kav.7, Tebet Barat Tebet,,Pariwisata & Rekreasi,Rumah Makan,jd.juwono@kfcindonesia.com,""298387, 8300569"",Food and Beverages,FAST,PT Fast Food Indonesia Tbk,01.306.783.0-092.000,Pengembangan,Barang Konsumen Non-Primer,Jasa Konsumen,1993-05-11T00:00:00,""8310919, 8298390, 8309382, 8309383"",http://www.kfcindonesia.com";;;;;;
Jalan Abdul Muis No. 30 Jakarta Pusat 10160,PT. Datindo Entrycom,Wadah & Kemasan,Wadah & Kemasan,legalfasw@fajarpaper.com,021 - 3457643,Pulp and Paper,FASW,Fajar Surya Wisesa Tbk,01.326.236.5-092.000,Utama,Barang Baku,Barang Baku,1994-12-19T00:00:00,021 - 3441316 / HP Corsec : 081398802173 (Marco),www.fajarpaper.com;;;;;;
"MD Place, Tower 1, 9th Floor
Jl. Setiabudi Selatan No. 7, Jakarta 12910,PT. Adimitra Jasa Korpora,Hiburan & Film,Hiburan & Film,corporatesecretary@mdpictures.co,(62-21) 29055777,Studio Perfilman,FILM,PT MD Pictures Tbk.,02.250.161.3-018.000,Utama,Barang Konsumen Non-Primer,Media & Hiburan,2018-08-07T00:00:00,(62-21) 29855777,www.mdpictures.co";;;;;;
Graha FIM Lt. 5, Jl. Teuku Cik Ditiro No. 37, Kel. Menteng, Kec. Menteng, Jakarta Pusat,PT. Bima Registra,Konstruksi Bangunan,Konstruksi Bangunan,info@fimperkasautama.co.id,021-3100074,Bidang Konstruksi,FIMP,PT Fimperkasa Utama Tbk,016044893071000,Akselerasi,Infrastruktur,Konstruksi Bangunan,2021-04-09T00:00:00,021-3100074,www.fimperkasautama.co.id;;;;;;
"Plaza 5 Pondok Indah Blok D-12, Jl. Marga Guna RT. 3/RW.11, Gandaria Utara, Kebayoran Baru, Jakarta ,PT. Adimitra Jasa Korpora,Batu Bara,Distribusi Batu Bara,corsec@alfacentra.com,02175930552,""Perdagangan, pengangkutan, dan pertambangan batubara melalui entitas anak Perseroan"",FIRE,PT Alfa Energi Investama Tbk.,72.558.812.3-013.000,Pengembangan,Energi,""Minyak, Gas & Batu Bara"",2017-06-09T00:00:00,0217246966,www.alfacentra.com";;;;;;
 Menara Astra, Lantai 28, Jl. Jend. Sudirman Kav. 5-6 Kel. Karet Tengsin Kec. Tanah Abang, Jakarta Pusat 10220 ,PT BSR Indonesia,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,corporate.secretary@fksmultiagro.co.id,021 5088 9890,Wholesale (Durable and Nondurable Goods) ,FISH,FKS Multi Agro Tbk,01.571.740.8-054.000,Pengembangan,Barang Konsumen Primer,Makanan & Minuman,2002-01-18T00:00:00,021 5088 9889,www.fksmultiagro.com;;;;;;
"Jl. KH Abdul Halim No.88 RT. 005 RW. 008 Kab. Majalengka, Kulon Majalengka Jawa Barat 45418,PT. Bima Registra,Pariwisata & Rekreasi,""Hotel, Resor & Kapal Pesiar"",corsec.hotelfitra@gmail.com,(0233) 8291888,""Perusahaan Induk dalam bidang Jasa, Pengelolaan Hotel & Pariwisata"",FITT,PT Hotel Fitra International Tbk,03.346.647.5-077.000,PENGEMBANGAN,Barang Konsumen Non-Primer,Jasa Konsumen,2019-06-11T00:00:00,(0233) 8292888,www.fitratbk.co.id";;;;;;
"Jl. Raya Padalarang 289 km 15,3
Padalarang, Kab Bandung Barat, Jawa Barat 40553,PT. Adimitra Jasa Korpora,Produk Perawatan Tubuh,Produk Perawatan Tubuh,corporate@falmaco.com,(022) 686 6806,""Bergerak di bidang produksi tisu basah, kain nonwoven dan produk kesehatan lainnya"",FLMC,PT Falmaco Nonwoven Industri Tbk,01.723.315.6-421.000,Akselerasi,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,2021-07-08T00:00:00,(022) 686 6808,www.falmaco-nonwoven.com";;;;;;
